x,y,pts_crs,aoi,naip_id,r,r_max,r_min,r_diff,r_avg,r_entr,g,g_max,g_min,g_diff,g_avg,g_entr,b,b_max,b_min,b_diff,b_avg,b_entr,nir,nir_max,nir_min,nir_diff,nir_avg,nir_entr,ndvi,ndvi_max,ndvi_min,ndvi_diff,ndvi_avg,ndvi_entr,year,month,day_in_year,r_entr5,g_entr5,b_entr5,nir_entr5,ndvi_entr5,r_avg5,g_avg5,b_avg5,nir_avg5,r_contN,r_contE,r_corrN,r_corrE,g_contN,g_contE,g_corrN,g_corrE,b_contN,b_contE,g_corrN.1,b_corrE,nir_contN,nir_contE,nir_corrN,nir_corrE,iceplant,modelAE5
-120.48294623811915,34.48711629314877,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,129,139,122,17,130.88889,4.1591997,100,111,97,14,104.22222,4.1852303,83,89,78,11,84.22222,3.952303,156,159,143,16,153.88889,3.8143718,0.0947368421052631,0.09818182,0.04964539,0.04853643,0.0,3.219713,2020,6,159,4.912088,4.8590064,4.597471,4.552391,3.8579376,123.85124,100.72727,82.27273,149.59505,68.14545454545454,106.19090909090907,0.8563525905723581,0.7687993254576846,51.21818181818182,65.18181818181817,0.791886372270756,0.7073118250484108,27.68181818181818,38.52727272727273,0.791886372270756,0.7650998831559721,21.3,39.72727272727273,0.8867087594311144,0.7845818454515417,0,0.0
-120.46943776097514,34.4794048313709,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,110,115,97,18,105.22222,4.306257,106,111,97,14,102.666664,3.7419627,70,84,58,26,69.55556,3.9783335,153,161,140,21,150.88889,3.7974677,0.1634980988593156,0.23622048,0.115384616,0.12083586,0.11111111,3.633506,2020,6,159,5.1282578,4.396958,4.8884315,4.5544257,4.6577253,102.00826,99.5124,72.64463,144.30579,82.23636363636363,67.9818181818182,0.8362992464212892,0.8514784528696123,31.545454545454543,31.836363636363632,0.7852615132501456,0.7727839427200657,41.17272727272727,56.77272727272728,0.7852615132501456,0.775230917780683,24.55454545454545,19.25454545454545,0.8339140368462438,0.859511307156401,0,0.0
-120.469641236754,34.47925508119295,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,123,123,94,29,111.55556,4.004364,110,111,96,15,104.666664,3.9262724,86,86,70,16,78.666664,3.952303,146,152,141,11,146.88889,3.6074753,0.0855018587360594,0.22950819,0.08550186,0.14400634,0.11111111,3.728502,2020,6,159,4.7677255,4.403924,4.7143593,4.302495,4.32847,98.71901,97.1157,70.92562,148.59505,93.67272727272726,91.35454545454544,0.6739171334984146,0.7318020648292057,33.64545454545454,41.07272727272726,0.6592307038836097,0.6177027326584474,48.25454545454546,58.46363636363637,0.6592307038836097,0.6114800434482356,32.0,19.200000000000003,0.5825870350726937,0.7638558428515744,0,0.0
-120.46891673260632,34.47986582624692,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,117,126,97,29,115.22222,4.487123,100,108,87,21,99.77778,3.6300623,79,88,69,19,79.55556,3.74052,149,149,138,11,144.55556,3.909368,0.1203007518796992,0.17446809,0.056179777,0.11828831,0.11111111,3.4435139,2020,6,159,4.8660936,4.460677,4.2466693,4.6886325,3.933789,112.785126,100.04132,82.545456,129.05785,76.16363636363637,54.23636363636364,0.6306816501349475,0.7231604830493408,40.08181818181818,38.763636363636365,0.6403565868845733,0.6299548189249762,21.645454545454548,30.036363636363635,0.6403565868845733,0.5519811964666287,45.46363636363637,44.990909090909085,0.7848762447593067,0.775288750990228,0,0.0
-120.46843392175876,34.4800815689519,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,95,111,92,19,100.44444,4.375222,95,105,91,14,97.44444,3.952303,72,80,67,13,73.111115,4.090234,150,152,147,5,149.22223,3.4005787,0.2244897959183673,0.24279836,0.14285715,0.09994121,0.11111111,4.004364,2020,6,159,5.296597,4.7853637,5.044864,4.375534,4.8254266,108.35537,101.975204,78.58678,143.17355,113.85454545454544,73.60909090909091,0.8129766704713811,0.8840024163088755,49.91818181818181,33.88181818181818,0.7638558698756,0.842700082162297,37.41818181818182,37.81818181818181,0.7638558698756,0.8738656134662064,23.381818181818183,15.172727272727272,0.7014192599138348,0.8164575898754333,0,0.0
-120.46771934077408,34.48032391876278,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,110,144,88,56,108.77778,4.418157,104,131,83,48,102.55556,4.3921266,79,110,59,51,78.22222,4.3491917,150,159,145,14,149.11111,3.836959,0.1538461538461538,0.26190478,0.0034602077,0.25844458,0.11111111,4.168326,2020,6,159,5.5031285,5.006353,5.146897,4.8151593,4.675814,108.35537,100.83471,79.29752,137.1405,317.07272727272726,138.85454545454542,0.5028090720394218,0.778507755179746,147.4181818181818,70.43636363636364,0.5489192764721218,0.7781035864639795,103.26363636363637,71.77272727272727,0.5489192764721218,0.7628444668713317,88.93636363636362,32.627272727272725,0.626487714112072,0.875629680640277,0,0.0
-120.46880386650136,34.48035566518161,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,75,80,70,10,74.666664,3.3845654,79,87,78,9,82.0,3.1381774,56,61,53,8,56.0,3.5519705,150,159,147,12,152.11111,3.4661007,0.3333333333333333,0.38260868,0.3073593,0.075249374,0.33333334,3.236617,2020,6,159,4.4017773,3.5303473,3.8711028,4.471032,4.2200494,74.8843,84.04132,57.107437,150.01653,19.563636363636363,16.46363636363636,0.7744228301983608,0.807427024562697,10.554545454545456,8.563636363636364,0.4848659528173527,0.5961433907432788,8.354545454545454,8.163636363636362,0.4848659528173527,0.75694367427469,38.77272727272727,31.527272727272724,0.7962683917444273,0.8355648956434069,0,0.0
-120.46763406072596,34.477297817799496,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,81,82,76,6,78.77778,3.0635293,88,91,79,12,86.666664,3.4661007,55,59,54,5,55.666668,2.8588717,157,167,151,16,159.33333,3.8538632,0.3193277310924369,0.37448558,0.31304348,0.061442107,0.33333334,2.459744,2020,6,159,3.7789252,3.6811678,3.6982038,4.813641,3.8764048,78.96694,89.61157,56.61157,157.51239,16.78181818181818,12.827272727272726,0.584045397967956,0.6909799043669739,12.827272727272728,11.172727272727272,0.6026869814265425,0.6371975162566232,17.71818181818182,13.89090909090909,0.6026869814265425,0.7708726217273769,68.95454545454544,40.87272727272728,0.8456009436118589,0.9379469497064896,0,0.0
-120.46726778189388,34.47734196375035,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,111,112,99,13,105.666664,4.280226,103,106,88,18,98.44444,4.2541957,74,77,68,9,72.333336,3.7848978,147,150,137,13,144.88889,3.952303,0.1395348837209302,0.19183673,0.12840466,0.06343207,0.11111111,3.6729972,2020,6,159,5.0027666,4.5488048,4.464178,4.6866856,4.254862,89.64463,89.33058,63.595043,142.38017,86.65454545454546,35.590909090909086,0.6662031141068921,0.8681094720624176,41.50909090909091,17.772727272727273,0.6510997534527221,0.8532808014173494,26.93636363636364,16.881818181818183,0.6510997534527221,0.7800314324990739,40.83636363636364,25.154545454545456,0.7521896909715109,0.8473080356037704,0,0.0
-120.46810227454333,34.47713675099744,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,80,89,78,11,82.0,3.6074753,93,100,89,11,94.666664,3.5780013,47,50,47,3,48.666668,3.176778,158,167,158,9,162.0,3.7159321,0.3277310924369748,0.3526971,0.2964427,0.056254417,0.22222222,3.046625,2020,6,159,3.9327626,4.308426,3.6685343,4.413244,3.2615275,78.70248,90.3719,53.0,156.1405,30.16363636363636,25.55454545454545,0.6335998956031929,0.6961833213572443,23.463636363636365,21.79090909090909,0.6764739794047896,0.7014321364534287,8.736363636363636,10.372727272727271,0.6764739794047896,0.6311507555408032,42.19090909090909,27.654545454545456,0.6600478258397119,0.7692923125384179,0,0.0
-120.46696900485352,34.47718406804149,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,76,80,74,6,76.666664,3.3576438,81,83,74,9,79.44444,3.676441,51,63,51,12,54.77778,3.2022564,156,162,139,23,153.11111,4.211261,0.3448275862068966,0.34763947,0.26940638,0.07823309,0.22222222,3.3485177,2020,6,159,3.9457126,3.814771,3.648553,4.5694785,3.696048,72.82645,77.92562,54.487602,151.85124,20.47272727272728,12.663636363636362,0.539990116778198,0.7401074158021649,13.945454545454544,10.10909090909091,0.4907536052556118,0.6459502588844237,10.681818181818183,9.927272727272728,0.4907536052556118,0.7107942104322978,37.64545454545454,16.10909090909091,0.7785694447659968,0.9084324261174002,0,0.0
-120.46871663682646,34.477969673876686,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,89,126,89,37,104.77778,4.72005,86,112,86,26,96.44444,4.306257,61,87,61,26,72.55556,4.5131536,159,165,153,12,158.33333,4.1591997,0.282258064516129,0.28225806,0.09677419,0.18548387,0.11111111,4.487123,2020,6,159,5.6545444,5.3950434,5.3889914,5.351713,5.044348,113.38843,104.19835,81.181816,150.86777,124.2181818181818,107.98181818181818,0.9423865069087544,0.945371470992694,54.29999999999999,68.29090909090908,0.933454244333697,0.9053620278988648,50.81818181818182,67.65454545454546,0.933454244333697,0.9218233387611492,27.95454545454545,37.59090909090909,0.9685661865849092,0.952298705603571,0,0.0
-120.46861037887564,34.47758378582926,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,92,112,77,35,98.666664,4.2541957,89,102,80,22,91.666664,3.857307,68,75,61,14,69.44444,3.8312762,142,156,139,17,146.44444,3.8798938,0.2136752136752136,0.28703704,0.125,0.16203704,0.11111111,3.8833375,2020,6,159,5.188193,4.7808633,4.690901,4.8274612,4.5670466,88.95042,87.016525,63.73554,147.19008,139.57272727272726,63.1090909090909,0.6823421557699152,0.8529050946587055,57.96363636363636,36.18181818181818,0.6414455251821533,0.7790240270272288,45.33636363636364,33.0,0.6414455251821533,0.7937170982178938,85.61818181818181,31.92727272727272,0.6419760658191054,0.8555959335628158,0,0.0
-120.47170219124368,34.47289998731024,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,95,98,85,13,91.55556,3.8798938,77,79,72,7,76.22222,3.6040318,66,66,59,7,62.88889,3.302139,142,146,136,10,141.55556,3.495575,0.1983122362869198,0.2576419,0.17596567,0.081676245,0.11111111,3.2886784,2020,6,159,4.600222,4.20898,3.4970894,4.009985,3.7144556,97.56198,77.77686,62.661156,143.56198,51.77272727272727,36.14545454545454,0.4777513649995054,0.6250773731700281,21.83636363636364,27.6,0.6305738000881317,0.5403022404241539,14.39090909090909,20.14545454545454,0.6305738000881317,0.4700848595828381,23.75454545454545,12.845454545454544,0.5279958756966641,0.765432475470005,0,0.0
-120.47165828248298,34.47300656098281,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,106,114,97,17,104.0,3.8664331,84,95,77,18,83.55556,3.9952378,70,78,61,17,68.44444,3.6899016,139,142,130,12,135.44444,3.7159321,0.1346938775510204,0.17355372,0.06557377,0.10797995,0.11111111,3.4695444,2020,6,159,4.422597,4.4917397,4.1503634,4.1419578,3.7774606,104.29752,85.03306,68.785126,137.7686,52.7,37.75454545454546,0.5401470894820417,0.6495181372045997,30.85454545454545,30.645454545454545,0.6624714743030689,0.6633522328280299,16.19090909090909,23.35454545454545,0.6624714743030689,0.5986477098281622,27.2,15.263636363636362,0.5537417270911837,0.7598352677480367,0,0.0
-120.47149656329144,34.47275627337795,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,103,103,90,13,96.0,4.2541957,84,87,74,13,80.0,3.8143718,67,70,58,12,64.333336,3.4231658,154,156,151,5,153.11111,3.643523,0.1984435797665369,0.2631579,0.19844358,0.06471433,0.22222222,3.857307,2020,6,159,4.9204936,4.3291335,4.180271,4.4601607,4.3610764,97.181816,83.504135,67.76859,142.54546,65.39090909090908,43.68181818181819,0.6012156492531495,0.7174214098677293,32.60909090909091,28.090909090909086,0.5403284201330831,0.5749042544144917,22.18181818181818,28.445454545454545,0.5403284201330831,0.5637208138129546,44.42727272727273,22.92727272727273,0.7694646543108267,0.8799816063678202,0,0.0
-120.47143084648904,34.47258224938099,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,95,95,86,9,90.55556,3.7419627,79,81,73,8,76.666664,3.4435139,65,65,59,6,62.333332,3.302139,141,146,134,12,140.44444,3.728502,0.1949152542372881,0.24561404,0.19491525,0.050698787,0.11111111,3.4400702,2020,6,159,4.075685,3.6648386,3.6177588,4.0917735,3.6244931,89.03306,76.256195,62.2562,140.09091,29.663636363636364,30.818181818181817,0.4938543951667348,0.4782344521303887,17.136363636363633,20.27272727272728,0.5938810105598336,0.5714729777899942,14.727272727272728,18.47272727272727,0.5938810105598336,0.5695823280004211,31.045454545454547,14.045454545454543,0.4859026085538002,0.7925053314775853,0,0.0
-120.4718926078684,34.47286086802364,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,87,91,85,6,87.888885,3.7159321,78,85,70,15,78.111115,3.8798938,64,69,60,9,64.44444,3.6990278,137,145,132,13,137.77777,3.7454064,0.2232142857142857,0.25541127,0.1875,0.06791127,0.11111111,3.6729972,2020,6,159,4.6390524,4.4843693,4.2767706,4.264898,3.9903443,95.3967,82.52066,69.35537,135.24794,34.845454545454544,30.40909090909091,0.7237802030502161,0.7667850906820762,23.57272727272728,30.94545454545454,0.754090960553607,0.674437877980255,15.936363636363634,27.37272727272727,0.754090960553607,0.6304704070222011,79.24545454545454,40.54545454545455,0.6735523020387081,0.834711907807455,0,0.0
-120.4706865529101,34.471654433334045,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,103,113,91,22,104.333336,4.418157,93,99,87,12,94.666664,3.7454064,74,79,67,12,74.77778,3.5905712,142,148,140,8,143.22223,3.3576438,0.1591836734693877,0.23529412,0.11372549,0.12156863,0.11111111,3.771437,2020,6,159,5.1574497,4.5606756,4.659441,4.085005,4.5691934,107.099174,94.56198,76.975204,139.63637,100.3181818181818,57.86363636363636,0.7533158437731542,0.8565324152522081,32.53636363636363,27.209090909090907,0.7758725502406127,0.8041900528366511,34.59090909090909,30.18181818181818,0.7758725502406127,0.8048003963297834,19.27272727272728,21.2,0.7651509453151293,0.7709877188587859,0,0.0
-120.47081161874084,34.47211559356429,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,85,85,75,10,80.44444,3.4435139,82,82,73,9,77.77778,3.7193758,68,68,60,8,63.11111,3.0248342,139,144,132,12,139.11111,3.9353986,0.2410714285714285,0.2857143,0.24107143,0.044642866,0.22222222,2.618819,2020,6,159,4.257147,3.9725983,4.067082,4.9176235,4.1175165,84.4876,83.4876,67.338844,133.95041,33.6,30.245454545454542,0.5776191655519294,0.6109480223964299,14.345454545454544,16.645454545454545,0.691007282823685,0.6256584174514415,13.754545454545454,22.0,0.691007282823685,0.5858204742957485,122.45454545454542,64.81818181818183,0.707235474715867,0.8473182608227497,0,0.0
-120.47127313395258,34.47247440657247,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,99,104,89,15,96.666664,3.5385098,88,95,81,14,86.333336,3.4386272,68,76,65,11,69.111115,3.4231658,144,152,133,19,143.33333,3.7454064,0.1851851851851851,0.22580644,0.16239317,0.06341328,0.11111111,3.207143,2020,6,159,4.6488886,4.3807845,4.389069,4.5853667,3.9930933,95.23141,84.6033,70.12397,136.31406,66.51818181818182,33.24545454545454,0.7848623329936578,0.906025388838945,42.554545454545455,24.28181818181818,0.7470625603634581,0.8687389011625792,36.03636363636363,31.21818181818181,0.7470625603634581,0.8186424152619542,52.19999999999999,23.981818181818177,0.6260778420922938,0.8357404986431722,0,0.0
-120.46937395615087,34.4703007407146,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,98,113,91,22,101.888885,4.323161,78,92,75,17,81.333336,4.228165,60,70,58,12,63.666668,4.0993605,151,158,135,23,148.44444,4.306257,0.2128514056224899,0.24497992,0.10483871,0.14014122,0.11111111,3.6504104,2020,6,159,4.931046,4.7052374,4.6321983,4.8763275,4.1888747,107.83471,89.8843,73.47108,140.30579,88.36363636363636,57.72727272727272,0.6414374885565909,0.7664353434131008,53.36363636363635,51.79090909090908,0.7333301120909866,0.7300457432029592,34.736363636363635,54.75454545454545,0.7333301120909866,0.5702384763838889,58.15454545454545,66.6,0.7101318829177565,0.6814776914103866,0,0.0
-120.4699071434352,34.47021668499004,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,106,128,104,24,113.55556,4.280226,85,111,84,27,92.666664,4.047299,63,90,63,27,74.0,4.2541957,141,144,136,8,140.0,3.8664331,0.1417004048582996,0.14754099,0.033962265,0.11357872,0.0,3.5124793,2020,6,159,4.8922157,4.9196916,4.7982693,4.6390524,4.4853687,113.28925,92.61157,76.24793,136.27272,83.54545454545455,68.96363636363635,0.6144741295105677,0.7015348108234514,76.37272727272727,72.14545454545454,0.6447886276200643,0.678643040735847,47.98181818181818,58.7090909090909,0.6447886276200643,0.6175252610426961,21.42727272727272,15.78181818181818,0.7848278053387402,0.8499161575073862,0,0.0
-120.4687949497688,34.470438500601475,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,107,128,93,35,105.888885,4.3491917,95,112,83,29,94.111115,4.582119,76,96,64,32,76.44444,4.2372913,143,150,142,8,145.11111,3.5780013,0.144,0.23140496,0.05185185,0.1795531,0.11111111,4.280226,2020,6,159,5.154501,5.0169053,4.801537,4.3377895,4.6007385,101.6033,88.80165,73.06612,139.67769,116.49090909090908,60.381818181818176,0.6626185740239092,0.8278433487118186,75.7090909090909,45.309090909090905,0.6779611104985436,0.8057104261818894,54.31818181818182,38.23636363636364,0.6779611104985436,0.799638902564361,47.87272727272728,24.618181818181817,0.5964747696465162,0.8036171373212098,0,0.0
-120.46903862354604,34.4698997673729,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,110,123,105,18,112.77778,4.0607595,96,106,92,14,98.333336,3.8404026,71,85,69,16,76.111115,3.771437,147,153,135,18,143.33333,3.8538632,0.1439688715953307,0.18287937,0.046511628,0.13636774,0.11111111,3.7328365,2020,6,159,4.959721,4.5944886,4.6836157,4.8350315,4.245793,118.47108,102.99174,85.47934,130.40495,66.74545454545455,51.10909090909091,0.76733337373659,0.8263176571806623,29.181818181818183,31.38181818181818,0.7965127897458575,0.7841081822874465,25.21818181818182,35.57272727272727,0.7965127897458575,0.6922464289293676,95.6818181818182,31.18181818181818,0.6856724635428785,0.8967445282526512,0,0.0
-120.46956222891396,34.470489481131835,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,102,114,93,21,104.22222,3.8833375,79,93,70,23,81.666664,3.9952378,63,80,58,22,69.111115,4.1422954,148,155,136,19,145.44444,4.004364,0.184,0.2345679,0.105882354,0.12868553,0.11111111,3.7623107,2020,6,159,4.431685,4.46948,4.4475737,4.321332,3.8857772,104.76033,84.36364,71.04958,138.99173,57.16363636363637,52.654545454545456,0.6153694731442451,0.6712371236935621,48.636363636363626,56.19090909090909,0.6802518789039372,0.6599014942538378,33.627272727272725,57.07272727272726,0.6802518789039372,0.5629256341454832,33.36363636363636,20.009090909090908,0.6410106831376905,0.7818798149668579,0,0.0
-120.46919193146628,34.470347642972925,EPSG:4326,point_conception,ca_m_3412037_nw_10_060_20200607,110,121,95,26,105.44444,4.280226,92,100,78,22,87.111115,4.1852303,73,83,66,17,72.111115,4.0212684,146,157,135,22,147.22223,4.116265,0.140625,0.2430279,0.09363296,0.14939493,0.11111111,4.0212684,2020,6,159,5.0015335,4.7780786,4.4239173,5.0909796,4.4676433,103.63636,86.735535,71.07438,143.53719,60.4,60.60909090909091,0.8159332631982229,0.8263076157031669,39.07272727272728,51.29090909090908,0.7984240388905574,0.7361765281827477,19.69090909090909,30.690909090909088,0.7984240388905574,0.7382599974993808,41.04545454545455,74.35454545454544,0.8835633839977901,0.7709108677911316,0,0.0
