x,y,pts_crs,naip_id,aoi,r,g,b,nir,ndvi,year,month,day_in_year,iceplant,r_avg13,r_entr13,g_avg13,g_entr13,b_avg13,b_entr13,nir_avg13,nir_entr13,ndvi_avg13,ndvi_entr13
-120.00497867970628,34.46095689335923,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,94,111,85,157,0.250996015936255,2020,5,143,1.0,110.02959,5.132337,117.6213,4.1195254,96.50296,3.9435408,143.70415,4.895283,0.1183432,4.6192913
-120.00895657703988,34.461432410450506,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,106,124,87,192,0.2885906040268456,2020,5,143,1.0,108.44971,4.9085827,122.19527,4.390111,97.19527,4.301115,170.53847,5.1605415,0.21893491,4.424316
-119.99906855825252,34.46000484902152,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,134,135,115,140,0.0218978102189781,2020,5,143,1.0,141.39053,5.4816093,143.1361,5.026142,122.08284,5.315495,131.6923,5.6536875,-0.041420117,5.1089025
-119.9976245145075,34.45976101868647,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,109,110,96,139,0.1209677419354838,2020,5,143,1.0,114.14793,4.8315387,116.85207,4.472795,99.36687,4.4903793,133.43787,5.278843,0.0591716,4.649326
-120.00227441031949,34.46047431903366,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,141,133,99,168,0.087378640776699,2020,5,143,1.0,137.51479,5.30659,132.84616,4.8089027,103.10059,4.075047,162.07692,4.8221445,0.082840234,3.7972188
-120.01171147317692,34.46176802100286,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,136,131,108,149,0.0456140350877193,2020,5,143,1.0,129.8639,4.81819,130.10059,4.15443,107.10651,3.8901927,156.10059,4.3749185,0.088757396,3.9269261
-120.01289838697296,34.461901930648324,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,117,129,90,192,0.2427184466019417,2020,5,143,1.0,121.47337,4.982525,126.85207,4.56065,96.07692,4.0370092,180.4497,4.167995,0.18934911,4.1102242
-120.02582816914644,34.45923300941302,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,114,124,108,174,0.2083333333333333,2020,5,143,1.0,135.46745,5.335332,141.2071,5.10944,128.11243,5.0882864,155.05325,5.245416,0.06508876,4.7975364
-120.0606313924381,34.46256620748338,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,119,117,100,173,0.184931506849315,2020,5,143,1.0,110.22485,5.107278,115.1716,3.9688094,95.94675,3.9627612,176.21301,3.610001,0.23076923,4.181461
-120.01598344562778,34.46225047813694,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,119,135,106,189,0.2272727272727272,2020,5,143,1.0,130.57988,5.5248003,139.95857,5.13419,111.65681,4.886273,177.79881,4.6476374,0.15384616,5.000879
-119.99839736492474,34.459899831635845,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,105,115,88,162,0.2134831460674157,2020,5,143,1.0,105.87574,5.3718185,119.2071,5.420373,105.65089,5.0621395,120.62722,5.7920303,0.053254437,5.549693
-120.01586540818974,34.462224855518635,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,132,142,97,190,0.1801242236024844,2020,5,143,1.0,126.73965,5.4064746,134.07692,4.626918,102.34911,4.464708,179.69823,4.5154066,0.17159763,4.8051004
-120.00476951791782,34.46089902991753,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,109,112,91,153,0.1679389312977099,2020,5,143,1.0,114.64497,4.2637453,115.7929,3.607278,92.70414,3.5764956,154.86983,4.328256,0.147929,3.867092
-120.06017318787634,34.4625172852439,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,118,128,122,176,0.1972789115646258,2020,5,143,1.0,112.97041,4.1996784,116.73965,3.8495874,99.59171,3.4245086,173.4497,3.5430295,0.20710059,3.1913636
-120.02449580784692,34.45855062202441,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,79,111,91,183,0.3969465648854962,2020,5,143,1.0,84.20119,4.488098,111.67455,4.0168676,93.54438,2.844625,181.16568,2.9711685,0.36094674,3.8259733
-120.0248624161752,34.458770376584305,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,88,112,94,182,0.3481481481481481,2020,5,143,1.0,93.33136,5.5709887,113.73373,4.464665,96.53255,3.90105,176.36095,4.454227,0.30769232,4.9870048
-120.03338615798654,34.464231750072784,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,121,130,101,166,0.156794425087108,2020,5,143,1.0,114.36095,5.0357637,121.88757,4.4893293,99.9645,4.016471,158.02367,4.737987,0.1597633,3.976567
-120.04055237221192,34.46462035602681,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,132,138,119,175,0.1400651465798045,2020,5,143,1.0,151.71597,5.5430126,150.4497,4.9151826,133.13017,5.0382853,169.31952,4.5511556,0.0591716,4.333824
-120.02580911120592,34.459235271550426,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,119,126,103,172,0.1821305841924398,2020,5,143,1.0,120.92308,5.3640256,130.59172,4.927227,115.75739,4.9345865,161.7219,4.862332,0.147929,4.6503115
-120.01587670337402,34.4622290589424,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,128,139,95,191,0.1974921630094044,2020,5,143,1.0,126.57397,5.469132,134.5858,4.6187778,102.66272,4.457348,180.7219,4.3355403,0.17751479,4.7522945
-120.0045447977252,34.46077916260863,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,126,126,105,150,0.0869565217391304,2020,5,143,1.0,130.72781,5.2895274,126.42603,4.836618,101.34319,4.003444,154.15976,5.310582,0.07692308,3.5860472
-120.00506695790672,34.46089792189265,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,137,131,113,128,-0.0339622641509433,2020,5,143,1.0,112.59171,5.6452394,112.42603,5.45312,100.68047,5.116096,137.76332,4.5196714,0.12426036,5.0361967
-120.0596834148008,34.4623990214865,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,100,114,94,179,0.2831541218637993,2020,5,143,1.0,109.69231,5.064111,118.97633,4.280381,100.28403,4.221897,176.26627,3.3492856,0.23076923,4.2170634
-120.00474121964156,34.46092376752498,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,105,110,86,160,0.2075471698113207,2020,5,143,1.0,114.86982,4.7968054,121.74556,4.185179,102.1716,4.290516,141.64497,4.941929,0.088757396,4.5484796
-120.0246168855311,34.458724289191714,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,98,116,99,172,0.2740740740740741,2020,5,143,1.0,122.13018,5.3756433,128.33728,4.430292,110.59171,4.182119,166.21893,4.037968,0.15384616,4.5466905
-120.0047283330766,34.46087559321405,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,123,117,94,152,0.1054545454545454,2020,5,143,1.0,122.60355,5.097309,117.94675,4.1361775,95.94083,4.275006,154.35503,4.207399,0.112426035,4.1187606
-120.02417846184028,34.458234069608075,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,89,116,93,185,0.3503649635036496,2020,5,143,1.0,102.82249,5.074103,126.50887,4.7238617,107.05325,3.9425576,181.50888,2.793214,0.28402367,4.2563334
-120.00488046685284,34.46093578186138,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,117,121,93,158,0.149090909090909,2020,5,143,1.0,113.7929,4.660652,117.86982,4.110849,99.09467,4.020842,141.7929,5.18235,0.10059172,4.418329
-120.02439736374276,34.458482592300875,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,72,103,92,184,0.4375,2020,5,143,1.0,83.02959,4.1234555,112.66272,3.7145689,98.57397,3.242613,182.91124,2.5843992,0.37869823,3.4850082
-120.01296025715055,34.461910108879586,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,111,125,90,188,0.2575250836120401,2020,5,143,1.0,118.0,4.4542027,123.93491,4.0732136,94.70414,3.615181,179.57988,4.2789726,0.20118344,3.9121542
-120.04135488358936,34.46456671557418,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,128,136,119,173,0.1495016611295681,2020,5,143,1.0,147.97633,5.480497,148.46153,5.0346513,128.69823,4.868129,171.19527,4.023199,0.07692308,4.1996536
-120.00511207496196,34.46096232863637,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,115,114,92,149,0.1287878787878787,2020,5,143,1.0,115.17751,4.3895054,117.53255,3.9217126,94.16568,3.9040277,150.57988,4.476877,0.13017751,3.8503191
-120.04079192360663,34.464596953562925,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,87,113,101,180,0.348314606741573,2020,5,143,1.0,125.04142,5.361028,135.01184,4.9768696,118.99408,4.9556355,174.6509,4.398862,0.18343195,4.558512
-120.00899769562254,34.46139570747944,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,120,126,105,151,0.1143911439114391,2020,5,143,1.0,120.94083,5.244185,130.73373,4.8990226,100.44971,4.2796164,167.95857,5.054062,0.1597633,4.4005675
-120.01579841952471,34.462214531181274,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,138,142,113,167,0.0950819672131147,2020,5,143,1.0,129.57396,5.0271115,135.1361,4.5285525,103.76923,4.5364504,175.4497,5.057891,0.147929,4.5819836
-120.00213962417048,34.46048510269215,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,121,130,95,176,0.1851851851851851,2020,5,143,1.0,140.3787,4.992085,136.12427,4.3016763,110.24261,4.9194584,146.45563,5.4238276,0.0,4.8879886
-120.00501251680257,34.46090985367769,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,125,113,104,132,0.0272373540856031,2020,5,143,1.0,99.73373,5.409929,102.94675,4.9145837,89.88757,4.6607647,142.55621,4.5498114,0.20118344,4.811404
-120.00266518251198,34.45869491784405,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,117,125,96,174,0.1958762886597938,2020,5,143,1.0,140.15384,5.680409,137.95857,5.237648,111.28994,4.9463167,174.74556,4.362172,0.112426035,4.8758163
-120.00526425646356,34.460989850847405,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,104,108,103,113,0.0414746543778801,2020,5,143,1.0,107.72189,4.858093,113.69823,4.258999,97.2071,4.1948023,136.6923,5.4110413,0.112426035,4.381329
-120.06081704520425,34.46260076390087,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,117,120,98,175,0.1986301369863013,2020,5,143,1.0,109.89349,5.076754,117.02367,4.018504,101.99408,4.253428,166.91716,4.4857225,0.20710059,4.480269
-120.00451064023736,34.46075348836496,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,148,142,103,167,0.0603174603174603,2020,5,143,1.0,120.46745,5.2577133,120.80473,4.963509,100.13609,3.9250438,148.16568,5.161795,0.10650887,3.6888173
-120.01280146198388,34.46191641749304,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,152,150,121,165,0.0410094637223974,2020,5,143,1.0,141.31361,5.8750997,147.30177,5.288415,123.7929,5.423599,168.33728,5.0850363,0.088757396,5.1462965
-120.00498063430304,34.460915418326614,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,122,114,95,140,0.0687022900763358,2020,5,143,1.0,110.0355,4.7365046,108.39053,4.1864347,92.94083,4.302802,142.53255,4.804816,0.13609467,4.3246355
-120.0048419935319,34.460919076794646,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,111,117,92,154,0.1622641509433962,2020,5,143,1.0,114.1716,4.408663,115.50296,3.5826154,93.37278,3.4838731,151.18935,4.6317677,0.13609467,4.121188
-120.00442588525576,34.46085041951434,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,120,121,91,162,0.1489361702127659,2020,5,143,1.0,115.94675,4.6616106,118.02367,3.9722788,92.94675,3.748364,158.8639,4.4509206,0.15384616,3.9612844
-120.06053906554163,34.46249377148791,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,130,129,100,177,0.1530944625407166,2020,5,143,1.0,112.21893,5.531481,121.01183,4.7735896,102.78107,4.75026,165.91716,4.6333423,0.19526628,4.6851597
-120.02464148472144,34.458740737389945,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,111,120,101,168,0.2043010752688172,2020,5,143,1.0,119.88757,5.0148387,125.98817,4.156599,107.80473,3.9317975,167.42012,3.8688457,0.16568047,4.258115
-119.99797701080908,34.45983512417987,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,112,124,103,140,0.1111111111111111,2020,5,143,1.0,119.79881,5.231708,125.85207,5.133306,112.59763,5.129852,114.34911,5.804303,-0.03550296,5.221203
-120.02473335199014,34.45884060852978,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,112,127,101,175,0.2195121951219512,2020,5,143,1.0,124.33136,5.680638,131.84024,4.9431095,111.29586,5.2250276,169.76332,4.6967053,0.1597633,4.9912014
-120.02461293280182,34.45864423826983,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,156,149,128,163,0.0219435736677116,2020,5,143,1.0,120.11243,5.69254,127.27219,5.0456944,107.16568,4.94961,171.28995,4.281339,0.17751479,4.8247714
-119.99907322887545,34.45999011876654,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,123,129,92,169,0.1575342465753424,2020,5,143,1.0,135.68639,4.930092,136.15976,4.5013494,109.91716,4.8753834,148.6213,5.083948,0.041420117,4.5056314
-120.00417469279456,34.4607842421751,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,123,140,91,184,0.1986970684039088,2020,5,143,1.0,116.05325,5.4911695,125.66864,5.146012,97.90533,4.0775137,156.95857,5.2516074,0.147929,4.594782
-119.99784110008744,34.45981001116658,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,87,109,85,165,0.3095238095238095,2020,5,143,1.0,117.46154,5.2537456,123.28994,5.19343,110.74556,5.1860332,117.01183,5.720374,-0.01775148,5.258943
-120.03330256506467,34.46422169673081,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,119,123,96,171,0.1793103448275862,2020,5,143,1.0,107.98817,4.906852,116.31361,4.7026024,102.22485,4.4138665,150.40237,4.9991117,0.1597633,4.302932
-119.9972512922652,34.4597014120534,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,106,113,89,164,0.2148148148148148,2020,5,143,1.0,119.18935,4.590468,121.69231,4.509485,99.18343,4.4429903,145.25444,5.0798383,0.07692308,4.2972784
-120.01294645201791,34.46189150628592,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,116,130,91,186,0.2317880794701986,2020,5,143,1.0,121.71597,5.038106,128.78107,4.313079,95.32545,3.874822,181.5858,4.2859306,0.19526628,4.1742
-120.01306016043976,34.461929486870766,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,101,120,92,178,0.2759856630824372,2020,5,143,1.0,123.12426,5.126601,128.5207,4.3434505,101.49704,4.4810476,168.08284,4.8742714,0.15384616,4.487728
-120.00234526640163,34.46047500496107,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,126,137,91,189,0.2,2020,5,143,1.0,115.07101,5.7328515,124.9645,5.0005074,93.80473,4.820229,174.04143,4.627183,0.21301775,5.0067654
-120.02439942357468,34.45845052868912,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,75,110,99,186,0.425287356321839,2020,5,143,1.0,121.85799,5.0755,138.91124,5.0150185,127.6213,4.845051,172.21893,4.2553973,0.19526628,4.5346828
-120.00486911255656,34.46091028608117,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,116,109,94,135,0.0756972111553784,2020,5,143,1.0,116.67455,4.5906115,114.87574,3.9086614,94.89941,3.4470584,147.33136,4.775586,0.112426035,3.85523
-120.0157513786126,34.462241238266856,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,113,121,100,179,0.2260273972602739,2020,5,143,1.0,133.33728,5.588688,136.8284,4.948728,110.33136,4.971876,170.3491,5.141958,0.1183432,4.8739023
-120.00472309063188,34.46081353615343,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,131,118,107,148,0.060931899641577,2020,5,143,1.0,128.84616,4.2780147,121.12426,4.050265,101.76923,3.8894994,153.89941,4.1092005,0.088757396,3.1018074
-120.06007649593532,34.46245470572215,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,126,121,96,176,0.1655629139072847,2020,5,143,1.0,126.84615,4.284515,122.00592,3.6331358,106.39053,4.261856,165.9349,4.04767,0.13017751,3.7549345
-120.00464882379896,34.46086700983993,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,116,111,94,149,0.1245283018867924,2020,5,143,1.0,119.49113,4.764543,117.07101,4.120438,92.87574,3.5891936,160.49704,4.0615134,0.14201184,3.83509
-120.024271609378,34.45842204536381,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,71,107,89,186,0.4474708171206226,2020,5,143,1.0,100.42012,5.4266834,125.33136,5.0971794,112.87574,4.1189284,176.75148,4.140988,0.30769232,4.5146556
-120.02464074513976,34.45873540639931,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,109,122,99,170,0.2186379928315412,2020,5,143,1.0,119.34319,4.9822335,124.83432,4.0030584,106.55029,3.828919,167.4793,3.7525952,0.16568047,4.2168164
-119.99730913265456,34.45965227313572,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,115,124,90,174,0.2041522491349481,2020,5,143,1.0,128.60355,4.8836226,123.43787,4.435287,96.67455,4.565985,159.071,5.015209,0.10059172,4.2408867
-120.03323667013169,34.46419901669773,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,118,119,112,152,0.1259259259259259,2020,5,143,1.0,139.19527,5.27037,139.929,5.1262555,125.67455,5.4103007,158.7219,4.367703,0.07100592,4.4524364
-120.04085871041946,34.464563681441454,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,104,122,98,172,0.2463768115942029,2020,5,143,1.0,134.36095,5.283181,137.53847,4.899763,115.06509,4.959949,171.26036,3.9990368,0.12426036,4.4779267
-120.06069676995864,34.462597513215954,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,90,109,92,179,0.3308550185873606,2020,5,143,1.0,99.11834,5.0049324,112.53846,4.0590878,95.67455,3.7784817,177.88165,3.235689,0.28402367,4.335246
-120.01159768020725,34.46175048028426,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,127,126,103,153,0.0928571428571428,2020,5,143,1.0,132.94675,5.0886326,130.68639,4.7633696,108.05917,4.547777,148.73964,4.8813233,0.053254437,3.8461711
-120.02496421970686,34.45877008231212,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,80,110,93,182,0.3893129770992366,2020,5,143,1.0,103.74556,5.2963376,122.54438,4.722964,107.53255,4.138428,171.28403,3.9154713,0.24852072,4.8869157
-120.01163765146936,34.4617465869738,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,126,117,98,157,0.1095406360424028,2020,5,143,1.0,128.73373,4.2728605,124.54438,4.373396,102.79881,4.102402,152.50296,4.6331897,0.082840234,3.3774698
-120.06067483281936,34.46255995387291,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,119,117,98,175,0.1904761904761904,2020,5,143,1.0,115.39053,4.743531,117.84615,3.9002805,99.98225,4.063399,173.929,3.4273705,0.20118344,3.9343486
-120.01484499877374,34.46212252769569,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,123,136,113,172,0.1661016949152542,2020,5,143,1.0,120.88757,4.6866693,131.97633,4.7451553,108.4142,4.7754183,161.87573,5.346555,0.13609467,4.344782
-120.05984394399184,34.46238778907117,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,103,122,96,181,0.2746478873239437,2020,5,143,1.0,106.38461,4.955716,121.56213,3.958085,101.55029,4.4892764,167.0651,4.6700826,0.21893491,4.3849654
-120.03326800279429,34.46422768366822,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,108,115,96,167,0.2145454545454545,2020,5,143,1.0,103.52071,4.833881,111.78107,4.6342244,97.23669,4.694886,152.26036,5.1852913,0.19526628,4.453689
-120.01589611792188,34.46221036151152,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,143,139,105,174,0.0977917981072555,2020,5,143,1.0,124.83432,5.2725325,134.88757,4.404596,101.63313,4.477797,180.97041,4.711816,0.18343195,4.546765
-119.99901664199623,34.45997770269012,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,127,128,93,165,0.1301369863013698,2020,5,143,1.0,119.92899,5.09708,122.47929,4.6746497,99.08284,4.4315968,147.42604,5.1009054,0.10059172,4.497264
-120.0410886846764,34.46432969470456,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,134,136,110,175,0.1326860841423948,2020,5,143,1.0,137.79881,4.8104463,141.85799,4.186128,121.59763,4.786666,152.95267,4.623614,0.0295858,4.5342503
-120.00458179043922,34.46081169959604,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,129,126,110,151,0.0785714285714285,2020,5,143,1.0,125.85799,5.0762424,122.69231,4.496176,96.92899,4.256681,158.75148,5.367375,0.112426035,3.889068
-119.99739060410968,34.45973156090318,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,108,119,86,163,0.2029520295202952,2020,5,143,1.0,120.45562,4.7292237,122.60355,4.5773115,104.24261,4.713429,129.5207,5.3616834,0.01183432,4.6865277
-120.0248067587631,34.4587410315927,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,96,115,96,176,0.2941176470588235,2020,5,143,1.0,98.53846,5.5032763,117.19527,4.3704157,98.21302,4.055696,174.60947,4.718743,0.2781065,5.0196905
-119.99762284848003,34.45972364048095,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,124,116,94,140,0.0606060606060606,2020,5,143,1.0,119.67455,4.341556,113.53255,3.9020832,92.86391,3.2371695,149.1361,5.1037045,0.10650887,3.1914837
-120.0408491122858,34.46457578263785,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,103,122,95,174,0.2563176895306859,2020,5,143,1.0,131.76332,5.572614,136.57396,4.9528985,114.92899,4.844979,171.73964,4.1039033,0.14201184,4.8794127
-120.02418036276616,34.45823239331655,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,89,116,93,185,0.3503649635036496,2020,5,143,1.0,102.82249,5.074103,126.50887,4.7238617,107.05325,3.9425576,181.50888,2.793214,0.28402367,4.2563334
-120.0242272385458,34.4582533303245,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,94,117,96,184,0.3237410071942446,2020,5,143,1.0,99.60947,4.6410437,124.18935,3.9410272,105.0355,3.5834427,181.42012,2.7497413,0.295858,3.8938515
-120.06005249209318,34.46245266898694,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,120,121,101,176,0.1891891891891892,2020,5,143,1.0,126.42603,4.0575476,121.98817,3.6323116,104.68047,4.0255184,168.4497,3.857827,0.13609467,3.3660276
-120.00424147288804,34.46078978702192,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,139,134,96,173,0.1089743589743589,2020,5,143,1.0,134.87573,4.6664867,132.07692,4.1672254,100.91124,4.2288,159.46745,5.093713,0.07692308,4.0277414
-120.024529474196,34.45856171499268,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,79,110,91,182,0.3946360153256705,2020,5,143,1.0,84.95858,4.389573,111.62722,3.840631,94.65089,2.8491726,181.2781,3.039375,0.36094674,3.6798904
-119.99745828248165,34.459719721031355,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,124,124,89,158,0.1205673758865248,2020,5,143,1.0,117.57988,4.251611,117.65089,3.906775,95.0,4.1468654,149.21301,4.787606,0.112426035,3.682925
-120.03349847242052,34.463746943666166,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,147,148,106,184,0.1117824773413897,2020,5,143,1.0,141.84024,5.673729,148.97041,5.4194894,126.76923,5.306244,169.85207,4.306885,0.09467456,4.808531
-120.0248423475384,34.4588030033319,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,127,122,104,154,0.096085409252669,2020,5,143,1.0,120.82249,4.995823,123.50887,4.069104,105.13018,4.4352493,161.20119,4.768442,0.14201184,4.3310266
-120.00418336542032,34.46076322571498,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,141,145,95,181,0.124223602484472,2020,5,143,1.0,110.85799,5.574443,120.88757,5.201736,95.28403,3.5875537,153.2071,5.6342206,0.1597633,4.321862
-120.00465082640986,34.46081207643402,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,121,115,96,161,0.1418439716312056,2020,5,143,1.0,129.02959,4.510729,121.55621,4.188289,97.60947,3.4582033,159.39645,4.3947525,0.10059172,2.795046
-120.0333834642561,34.46421437499957,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,114,125,96,170,0.1971830985915492,2020,5,143,1.0,130.76923,5.27105,135.09468,4.873488,115.26627,4.8524623,155.08284,5.0848947,0.082840234,4.6122403
-120.03346537468585,34.46378202066447,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,112,130,102,180,0.2328767123287671,2020,5,143,1.0,140.71005,5.641785,148.38461,5.1328487,124.13018,5.214009,165.81657,4.4927464,0.082840234,4.9616
-120.04125119428068,34.4645457788778,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,121,127,106,176,0.1851851851851851,2020,5,143,1.0,140.88165,5.166647,141.3787,4.565563,123.54438,4.820805,166.20119,4.4268255,0.082840234,4.47281
-119.99735683667414,34.45966776495892,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,121,122,87,170,0.1683848797250859,2020,5,143,1.0,123.89349,4.282904,120.10651,4.0838223,93.75148,4.004852,157.49112,4.991547,0.1183432,4.010591
-120.06037056766304,34.46255268528723,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,119,116,98,174,0.1877133105802047,2020,5,143,1.0,117.44971,3.8779092,117.89349,3.295085,97.15385,3.0440934,175.18935,3.0029852,0.19526628,3.005191
-120.00517086460198,34.46091014591916,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,119,118,92,163,0.1560283687943262,2020,5,143,1.0,137.38461,5.096963,130.99408,5.050892,111.78107,5.170676,147.51479,4.8702483,0.03550296,4.3864126
-120.00230374641843,34.46045629823225,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,139,132,100,163,0.0794701986754966,2020,5,143,1.0,137.04143,4.4703383,134.50296,3.7125127,99.40237,3.6029973,168.91716,4.492233,0.10059172,3.3693328
-120.00905482303062,34.46136116366058,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,149,149,107,183,0.1024096385542168,2020,5,143,1.0,141.43787,5.3508935,144.88165,4.314833,110.60355,4.9008756,176.8639,4.5191216,0.1183432,4.500144
-120.06049517826324,34.462527843518565,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,105,119,96,178,0.2579505300353357,2020,5,143,1.0,109.16568,3.730137,117.80473,3.246614,95.59171,2.8611155,177.85799,3.1795845,0.2366864,2.879334
-120.0022771935896,34.460471478019066,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,141,133,99,168,0.087378640776699,2020,5,143,1.0,137.51479,5.30659,132.84616,4.8089027,103.10059,4.075047,162.07692,4.8221445,0.082840234,3.7972188
-120.01165988331036,34.461700925175,EPSG:4326,ca_m_3412040_ne_10_060_20200522,capitan,134,128,108,148,0.0496453900709219,2020,5,143,1.0,149.28403,5.7082434,141.44379,5.639443,121.52071,5.5213456,148.82248,4.6227207,0.0,4.240646
